case_id,summary,age,sex,economic-status,educational-level,reasoning
51059,"The suspect, a self-styled inventor of medical treatments, defrauded a business associate out of hundreds of thousands of dollars through falsified financial documents and impersonation. When the victim threatened to report this fraud to authorities while the suspect was negotiating a lucrative corporate merger based on fabricated scientific credentials, the suspect paid hush money and then arranged a murder-for-hire, hiring intermediaries who hired a hitman who abducted and killed the victim. Days later the merger closed, securing the suspect substantial company shares; the scheme was uncovered years later upon the suspect's arrest and eventual conviction for murder-for-hire and related conspiracy charges.
",40-49y,Male,Upper,Bachelor's,"The suspect was able to negotiate a corporate merger, hold substantial company shares, and pay hush money, indicating an established business figure of upper economic status. The orchestrated fraud and murder-for-hire arrangement also fits patterns more commonly associated with a mature male offender. The phrase ""self-styled"" and ""fabricated scientific credentials"" suggests the suspect lacked genuine advanced scientific education, but the financial and organizational sophistication involved points to at least an undergraduate-level background."
45034,"Police responded to a domestic disturbance call reporting that a person involved had access to a firearm and a history of mental illness. Officers located the suspect at the residence, and the suspect's parents led an officer to the suspect's bedroom, where a rifle and two boxes of ammunition were found. The suspect acknowledged owning the rifle, which had been purchased previously, though it was not in physical possession at the time. The suspect was under a disability related to prior mental health commitment or adjudication that legally prohibited firearm possession.",25-29y,Male,Lower,High school,"The suspect is a male likely living with parents, which is consistent with a younger adult whose mental illness may have limited independent functioning. Firearm possession by a person under a mental-health-related disability is statistically more common among men with lower economic status and less formal education. The prior mental health commitment suggests an adult in the 20s, and the domestic disturbance context with a rifle points to a male offender."
23025,"After drinking at bars, the suspect drove a truck the wrong way on an interstate around 2:00 a.m. and collided head-on with another vehicle, killing one passenger and seriously injuring another. A blood sample taken pursuant to warrant showed a blood alcohol concentration of 0.191. The suspect argued the sample was unreliable due to a manufacturer recall of defective test tubes, but evidence showed the tube used contained proper anticoagulant powder.",25-29y,Male,Lower,High school,"The offense pattern—late-night bar drinking, driving a truck at a high BAC, and engaging in extremely reckless behavior—is most consistent with a male in the high-risk impaired-driving age range. Similar alcohol-impaired fatal crashes are disproportionately associated with lower educational attainment and lower economic status."
20241,"The suspect stabbed a roommate to death, inflicting twelve wounds to the face, head, and neck, then left the body wrapped in a knotted sheet in a nearby alley. The suspect left town for the weekend, missing scheduled work shifts, and gave police false and inconsistent accounts of their whereabouts that were contradicted by bus schedules, work records, and banking transactions. Investigators found extensive blood stains in the shared apartment and the suspect's DNA on the sheet wrapping the victim's body.",25-29y,Male,Lower,High school,"The overkill stabbing of a roommate reflects an impulsive, anger-driven violent act, statistically more common among male offenders. The suspect held a scheduled job and shared an apartment, pointing to a lower economic status. The nature of the crime and circumstances suggest a modest educational background, likely high school level, and the age most associated with such interpersonal violence is the late twenties."
47397,"The suspect was indicted for family violence aggravated battery after fracturing the victim's ankle, family violence aggravated assault, hindering an emergency telephone call, and criminal damage to property for breaking the victim's iPhone during an altercation. The suspect pleaded guilty only to the criminal damage to property charge, while the other charges were dismissed as part of a negotiated plea agreement. The victim testified about the broken iPhone and the medical expenses incurred from the fractured ankle.",25-29,Male,Lower,High school,"The offense pattern—severe physical violence, controlling behavior, blocking emergency communication, and property destruction—is most commonly associated with domestic violence perpetrated by male partners. Criminal-justice involvement in a violent family offense also makes lower economic status and a high-school-level education more likely, though these are inferential judgments rather than confirmed facts."
42748,"The suspect's spouse died from a single gunshot wound to the neck at their shared residence after the suspect delayed hours before contacting authorities, initially telling family members the spouse had shot themself. When law enforcement arrived, the suspect gave inconsistent accounts, eventually admitting to holding the gun with a finger on the trigger while the spouse reached for it, and prior emails documented a history of physical abuse between them.",30-39y,Male,Middle,High school,"The offense pattern—fatal shooting of a spouse after documented physical abuse, delayed reporting, and shifting accounts—is most consistent with intimate-partner homicide, which is disproportionately committed by male partners, most commonly in the 30–39 age range. Socioeconomic and educational details are not explicit, so I selected the most plausible broad demographic category of a married adult with a shared residence and firearm access, while the general profile in similar offenses suggests no more than high-school-level educational attainment."
5200,"Police executing a narcotics search warrant at an apartment found the suspect hiding in a locked bedroom, handcuffed the occupants, and separately questioned the suspect after searching. When asked what officers would find that shouldn't be there, the suspect said ""a gun,"" indicating it was in the room though the suspect claimed not to know its exact location. Officers subsequently found a handgun hidden under a mattress amid crates in the bedroom, along with numerous rounds of ammunition, some matching the weapon's caliber, and mail bearing the suspect's alias at that address.  The suspect had prior convictions for drug and firearm offenses.",30-39y,Male,Lower,High school,"The suspect is involved in drug and firearm offenses with prior similar convictions, using an alias and residing in an apartment targeted by a narcotics warrant. These patterns are most consistent with a male with an established criminal history, lower economic status, and limited formal education."
44350,"A civil protection order required the suspect to stay 500 feet from the victim and leave any area where they inadvertently encountered each other. The suspect parked near the victim in a hospital parking lot, and after realizing the victim had spotted and was photographing the vehicle, remained rather than immediately leaving, then followed the victim's vehicle through an intersection before turning onto a side street despite having other exit options. The suspect later admitted on social media to being present and recognizing the victim.",30-39y,Male,Lower,High school,"Protective-order violations involving surveillance and following are most often committed by adult male respondents, commonly in their 30s. Although economic status and education are not explicitly stated, such behavior is generally seen more often among lower-resource, non-college-educated individuals in comparable legal cases, making these the most probable categories."
36740,"The suspect approached a convenience store, drew a gun, and shot a victim without warning as the victim exited, without any argument or display of weapons by the victim beforehand; surveillance video corroborated witnesses' accounts. The suspect claimed the victim and companions had robbed the suspect at gunpoint hours earlier and stolen their identification and a firearm, but the suspect armed themself and confronted the victim roughly four to nine hours later rather than acting in immediate self-defense. The murder weapon was never recovered, though evidence showed the suspect purchased a firearm shortly before the shooting.",19-24y,Male,Lower,High school,"The suspect committed a planned retaliatory gun homicide after a delay, a pattern most consistent with young male offenders in gun violence. There is no indication of higher education, and such offenses are disproportionately associated with lower socioeconomic backgrounds and at most high school education."
8537,"The suspect participated in a gang drive-by shooting targeting rival gang members, and gunfire from the suspect's group killed a bystander. After release from prison for related convictions, the suspect resumed gang activity, including drug distribution. In 2020, the suspect and fellow gang members approached a business with firearms, mistakenly opened fire on a bystander believed to be a rival, seriously wounding them, and then exchanged gunfire with police, with surveillance footage capturing the suspect firing a weapon.",30-39y,Male,Lower,High school,"The suspect is involved in repeated gang violence, firearm use, and drug distribution, which are patterns strongly associated with male offenders. A prior prison term followed by continued gang activity and a 2020 shooting indicates an adult who has likely spent years in the gang lifestyle, most consistent with the 30-39 age range. Gang involvement and illicit drug distribution are linked to lower economic status, and extensive criminal involvement makes higher education unlikely, with high school being the most probable category."
17272,"The suspect was accused of leading a drug trafficking conspiracy distributing methamphetamine, marijuana, cocaine, and hallucinogenic mushrooms, along with related money laundering. Evidence included surveillance footage at a stash house, seized drugs, mail linking the suspect to the location, incriminating messages, and controlled cryptocurrency. A raid on the suspect's home and a stash house led to arrests of alleged co-conspirators, after which the government alleged continued laundering and drug supply activity, though this was later disputed.",30-39y,Male,Middle,High school,"Leading a multi-drug trafficking and money-laundering conspiracy is most consistent with an adult male in his thirties. The operational role and evidence of stash houses, drug supply, and laundering suggest moderate financial resources, likely middle economic status. Formal education is not indicated, and drug trafficking involvement more commonly aligns with a high school educational background."
48318,"The suspect was charged with illegally appropriating another person's identity and pleaded guilty to the offense. As a result, the suspect received a suspended sentence with probationary supervision under specific conditions. The suspect later failed to comply with those conditions and could not be located, prompting revocation of probation and issuance of an arrest warrant. The suspect was also separately convicted in a federal case for conspiring to distribute large quantities of cocaine and heroin.",30-39y,Male,Lower,High school,"The suspect’s involvement in a large-scale cocaine and heroin conspiracy, combined with identity theft and probation violations, is most consistent with a male offender. Drug trafficking and related financial crimes often involve offenders in their 30s, and the extended timeline of separate federal and state cases suggests an adult with an established criminal pattern. Lower economic status and high school-level education are common background characteristics in similar drug-trafficking and property/fraud offending profiles."
19644,"The suspect broke a window to enter a residence and stole several items, including a purse valued at approximately $4,500, before fleeing when the home's alarm system was triggered. The suspect was later identified through DNA collected during a separate burglary investigation in another jurisdiction, which matched evidence from this crime. The suspect had additional burglary-related charges and a conviction in another jurisdiction, with some cases still pending.",25-29y,Male,Lower,High school,"Residential burglary with a history of repeat burglary-related charges and convictions is most consistent with a male offender. Burglary and property-crime offending peaks in the late-20s age range, and the suspect’s prior conviction and pending cases suggest an established but still active criminal pattern. Lower economic status and limited formal education are commonly associated with burglary offenders."
1062,"The suspect ran a fraud scheme by falsely presenting as a wealthy, experienced day trader and financial advisor who could guarantee investment returns in stocks or a cannabis store, inducing at least ten investors to give over $150,000. Rather than investing the funds, the suspect spent the money on personal expenses, provided fake promissory notes and fabricated updates to lull victims, and offered false excuses when they sought repayment. When pressed, the suspect sometimes became hostile, including threatening messages to victims.",40-49y,Male,Middle,Bachelor's,"Financial fraud schemes of this type are most commonly perpetrated by men who project maturity and financial credibility. The suspect’s ability to pose as an experienced day trader and provide fabricated financial documents suggests at least some business knowledge and possibly a college education. The scheme appears driven by personal financial pressures rather than genuine wealth, so a middle economic status is most likely."
13806,"Following a rapid mental-health decline involving heavy vaping and psychotic symptoms, the suspect struck a family member, damaged property, barricaded inside a residence with multiple firearms, and made statements interpreted as threats to family. After leaving in a friend's truck while armed, the suspect was stopped by officers seeking a mental-health evaluation, struggled with the friend over the gun, exited the vehicle while ignoring commands, resisted a takedown attempt, and then brandished a revolver, prompting officers to shoot and kill the suspect.",19-24y,Male,Middle,High school,"The combination of acute psychosis linked to heavy vaping, violence toward family, possession of multiple firearms, and reliance on a friend's vehicle suggests a young adult male, most likely in his late teens to early twenties. The presence of firearms and transportation points to a middle economic status, while the early onset of serious mental-health and behavioral issues makes high school the most probable educational level."
46771,"The appellant was indicted for theft of property valued at less than $2,500, with the charge enhanced due to prior convictions. The opinion does not provide further details about how the theft was committed or the circumstances of the offense.",30-39y,Male,Lower,High school,"Theft of relatively low-value property typically aligns with lower socioeconomic status and limited formal education. Males are statistically more likely to be involved in property crimes, and the presence of prior convictions suggests a mature adult with an established criminal history, making the 30–39 age range most probable."
18315,"A suspect was indicted multiple times over roughly three years for sexual abuse of a child, including aggravated sexual assault, continuous sexual abuse, and sexual assault charges, all arising from the same underlying allegations by a complainant. The prosecution repeatedly dismissed and refiled indictments, citing witness credibility issues, a related out-of-state prosecution, and procedural missteps while the suspect remained largely in custody. No new evidence was ever disclosed to the defense despite the repeated re-indictments, and the case was ultimately dismissed with prejudice due to a speedy trial violation caused by the prosecution's delays.",30-39y,Male,Lower,High school,"The offense involves sustained sexual abuse of a child, which is most commonly committed by a male adult with ongoing access to the victim. The repeated, long-term nature of the abuse makes a middle-adult age range most probable. Typical patterns among persons convicted of similar offenses and the absence of any indicator of high-status professional background also make lower economic status and high school education more likely than upper-status or advanced-education categories."
25323,"The defendant was convicted of aggravated sexual assault of a child involving their younger half-sibling. The victim testified that the defendant sexually abused them repeatedly over several years, beginning when the victim was eight and continuing until age twelve, with the last incident occurring around a specified date. The victim did not report the abuse until they were in their twenties, by which time they had no relationship with the defendant.",0-18y,Male,Lower,High school,"Repeated intra-household sexual abuse of a younger half-sibling is most consistent with an older male sibling offender, often an adolescent living in the same home. No contrary indicators were provided; conviction and offending patterns also skew toward lower socioeconomic status and high-school-level education."
29328,"The suspect was observed driving on a freeway at 96 miles per hour in a 55 mile-per-hour zone, as measured by an officer using a speed laser device. The suspect testified at trial that the excessive speed was due to trying to reach a hospital, and was subsequently found guilty of Excessive Speeding based partly on this testimony and the officer's observations.",19-24y,Male,Middle,High school,"Extreme speeding at 96 mph is most commonly associated with younger adult males, who engage in higher-risk driving behavior. The offense context suggests a typical middle socioeconomic background, and no evidence indicates advanced educational attainment, so high school is the most likely category."
14128,"During a traffic stop for missing a front license plate and failing to signal, officers identified the driver as a gang member with facial gang tattoos, stopped in rival gang territory; a known violent gang associate then arrived, parked nearby, and called the driver's phone. After removing the suspect from the car and frisking them (finding no weapons), an officer conducted a protective sweep of the vehicle and discovered a loaded handgun under the driver's seat and ammunition in the console. The suspect, a felon, was subsequently charged with unlawful possession of a firearm and ammunition.",25-29y,Male,Lower,High school,"The individual is described as a gang member with facial gang tattoos, a felon, and associated with a known violent gang affiliate. This profile aligns most strongly with a young adult male from a lower socioeconomic background, as gang involvement and violent offending are statistically more prevalent in this demographic. Facial tattoos and prior felony status further suggest limited formal education and a sustained criminal lifestyle, making high school or less the most likely educational attainment."
22923,"Law enforcement received a tip that a video of child sexual abuse material had been uploaded to a Dropbox account linked to the suspect. Seven months later, officers obtained a search warrant for the suspect's residence based on that single tip and general assertions that CSAM consumers retain such material. During the search, the suspect admitted watching ""animal stuff"" and ""petite"" videos while avoiding content depicting children, and consented to a device search that revealed files depicting child sexual abuse and bestiality.",40-49y,Male,Middle,Bachelor's,"Consumers of digital child sexual abuse material are overwhelmingly male and commonly older adults with stable enough resources to maintain private devices and cloud-storage accounts. The suspect's efforts to minimize his behavior and his apparent access to a residence, Dropbox account, and digital devices are consistent with a middle-economic-status adult with at least some higher education. These are probabilistic inferences based on the crime type and common offender patterns, not confirmed facts."
38046,"Believing an online contact was a 15-year-old child, the 38-year-old suspect engaged in a five-month online conversation, requesting sex, describing sexual acts, and sending photos of their genitals. The suspect arranged to meet for sex, promising alcohol, then purchased alcohol, booked a hotel room, and traveled to the agreed meeting location, where they was arrested. The ""minor"" was actually an undercover investigator posing as a child online.",30-39y,Male,Middle,Bachelor's,"The suspect is explicitly described as 38 years old, placing them in the 30-39y category. The nature of the offense—soliciting what was believed to be a child online, arranging a meeting, and traveling to a hotel—is most commonly associated with male offenders in similar cases. The ability to book a hotel, purchase alcohol, and travel suggests at least moderate financial resources, making Middle economic status most likely. No education level is stated, but internet-based solicitation and sustained online communication are somewhat more consistent with a Bachelor's-level education than with lower or higher extremes."
5559,"The petitioner is an incarcerated individual serving a sentence for unlawful contact with a minor, statutory sexual assault, interference with custody of a child, and corruption of a minor, stemming from a relationship with a minor that the petitioner describes as a ""marriage."" The petitioner maintained innocence throughout a required sex offender treatment program, refusing to admit guilt, and was removed from the program multiple times, affecting parole eligibility.",30-39y,Male,Lower,High school,"The offenses center on an adult’s sexual relationship with a minor, described by the offender as a marriage. This type of statutory sex offending is overwhelmingly committed by males, and the relationship pattern suggests an adult older than the victim, with the 30–39 age range being a plausible modal category. The ongoing denial of guilt and treatment noncompliance are consistent with entrenched attitudes sometimes seen in such offenders. Incarceration and convictions for these offenses are probabilistically associated with lower economic status and less formal education."
6463,"After being evicted, the suspect repeatedly returned to the former residence seeking a package, growing visibly angry when told it wasn't there. Later, despite lacking permission and finding the locked back door, the suspect entered the home, walked into the bedroom of an occupant who was alone, demanded property, and advanced toward them before fleeing when a dog intervened. The suspect then lied to police about their whereabouts during the incident.",25-29y,Male,Lower,High school,"Eviction and continued focus on retrieving a package/property suggest housing and economic instability. Confrontational unauthorized entry, demanding property from a lone occupant, and later lying to police are more consistent with a male offender. The impulsive, high-risk offense pattern likely reflects a younger adult without extensive education or professional standing, making a lower-income male in his late twenties with high school-level education the most probable profile."
10457,"The suspect pled guilty to three counts of Hobbs Act robbery affecting commerce and to discharging a firearm during a crime of violence. The suspect also stipulated to committing four additional robberies and to unlawfully possessing a firearm as a convicted felon. The suspect was sentenced to 240 months in prison followed by supervised release, part of which included a contested condition requiring notification of third parties about a risk the suspect might pose.",30-39y,Male,Lower,High school,"Armed robberies and firearm-related violent offenses are disproportionately committed by males. The suspect's status as a convicted felon and involvement in multiple separate robberies suggest an established adult criminal pattern, most consistent with a prime-age adult male. Lower economic status and limited educational attainment are also common contextual patterns among repeat armed robbery offenders."
17466,"The defendant was found guilty of raping and kidnapping a girlfriend's 18-year-old daughter. At trial, evidence included a forensic examination and data extraction from the defendant's cell phone, which the defense argued was corrupted or fabricated, and body-camera footage that had been deleted by police. The defendant repeatedly sought postconviction relief claiming newly discovered evidence about the phone data and footage undermined the conviction.",40-49y,Male,Lower,High school,"The offender is a male adult in a relationship with the victim's mother, making an older-adult age range most likely. Sexual assault and kidnapping offenses are predominantly committed by men, and available offender statistics for such serious violent crimes tend to show lower educational and economic backgrounds more often."
12466,"State police linked the suspect's IP address to sharing child pornography videos on a peer-to-peer file sharing program, leading to a search warrant and seizure of electronic devices, on which forensic analysis found numerous images of child pornography. The suspect pled guilty to possession of child pornography. The suspect had a prior conviction for recording two nude minor children for sexual gratification.",40-49y,Male,Middle,High school,"The offense pattern—online P2P sharing of child pornography plus a prior offense involving recording nude minors—is overwhelmingly associated with adult male offenders. Typical child-pornography possession offenders are most often in their 40s. The need for internet access, computer equipment, and file-sharing software is more consistent with middle economic status. No information indicates advanced education, so high school is the most probable available educational category."
19222,"During a traffic stop, a passenger gave a false name and date of birth to an officer, then fled on foot when confronted. After being caught, handcuffed, and placed in a patrol vehicle, the suspect kicked and headbutted the vehicle's doors and windows so forcefully that it swerved while moving, cracked plastic window guards, bowed the rear door, and caused the vehicle to be taken out of service for repairs.",19-24y,Male,Lower,High school,"The suspect's impulsive and destructive behavior—fleeing from police, providing false identification, and violently damaging a patrol vehicle—aligns most closely with patterns commonly seen in younger male offenders. The nature of the offense and the extreme reaction during arrest suggest limited conflict-resolution and self-regulation skills, which are more frequent among individuals with lower educational attainment and lower socioeconomic status. These factors are probabilistic inferences based on typical demographic patterns in similar resistance/obstruction cases."
46909,"The suspect, a stepparent, was convicted of raping and sexually assaulting their twelve-year-old stepdaughter, with the offenses occurring in the presence of a child. At trial, the suspect denied the allegations and disputed claims about poor living conditions, also describing an incident where the suspect made the victim's sibling do pushups despite a broken wrist. The suspect sought to introduce expert testimony questioning the victim's credibility based on her mental-health history and inconsistencies in her statements.",30-39y,Male,Lower,High school,"The suspect is most likely a male stepparent, since the vast majority of adult sexual offenses against a young female stepchild are committed by stepfathers. A stepfather of a 12-year-old is commonly in his 30s. Mention of disputed poor living conditions and the use of harsh physical discipline suggest a lower socioeconomic household. The apparent lack of indicators of higher education, along with the broader profile of similar intrafamilial offenders, makes high school-level education the most likely category."
82,"The defendant pled guilty to Murder in the Second Degree and Possession of a Firearm During the Commission of a Felony, admitting to facts underlying a killing in which a firearm was used. The defendant was sentenced to 30 years at Level V, suspended after 22 years, for the murder, plus a mandatory 3 years for the firearm offense.",25-29y,Male,Lower,High school,"The crime summary indicates a serious firearm-related homicide. National patterns for such offenses show that primary suspects are most often male, in their late twenties, and from lower socioeconomic backgrounds with at most a high school education."
47972,"After a dispute over stolen property between roommates who sold drugs, the suspect sent threatening texts and directed a victim to an address where the suspect was staying with associates. When the victim and two companions arrived to retrieve belongings, the suspect and two others armed themselves; the suspect fired a revolver from a window toward the visitors, then shouted threats as the others also opened fire. The barrage struck two victims causing serious injuries, and the suspect later falsely told police the visitors had shot first.",19-24y,Male,Lower,High school,"The suspect was involved in drug dealing, engaged in group firearm violence over a personal dispute, and attempted to mislead police afterward. These behaviors are most consistent with a young adult male from a lower economic background with limited formal education."
46768,"During a family argument over a video game console, the suspect grabbed a sibling by the throat; the sibling's spouse intervened and restrained the suspect. After being released, the suspect charged the spouse, knocked them to the floor, and placed them in a chokehold, restricting breathing until another family member persuaded the suspect to let go. Police were called and the suspect was arrested. The suspect later continued hostile and harassing behavior toward the spouse and sibling, prompting a protective order application citing fear of future harm.",19-24y,Male,Lower,High school,"The physical escalation, grabbing a sibling by the throat, and using a chokehold on the spouse indicate an aggressive offender, most commonly male. The dispute over a video game console and the family context suggest a younger family member, likely in the 19–24 age range. General patterns in similar violent domestic incidents also suggest lower socioeconomic status and a high school level of education are more likely than college-level attainment."
39279,"A hotel guest was found shot to death in their room after arranging what phone records showed was a paid sexual encounter with an unidentified phone user. Investigators traced text messages and location data through the victim's phone, then through associated numbers, to identify the suspect as someone using an escort alias who had communicated with the victim and whose vehicle matched surveillance footage from the scene. They were later arrested while driving a van later found to contain ammunition matching the type used in the shooting, along with items such as gloves, duct tape, and a baton, though the murder weapon was never recovered.",25-29y,Male,Lower,High school,"The suspect used an escort alias to arrange a paid encounter and was later found with ammunition, gloves, duct tape, and a baton, suggesting a planned, instrumentally violent robbery-homicide. Predatory violence of this type is more commonly committed by males. The criminal-lifestyle context, van-based mobility, and evidence of preparatory crime materials point to lower socioeconomic status and limited formal education, while the age range reflects the most typical high-offending years for such violent crimes."
21178,"In the early morning, a suspect broke into a home, woke the elderly homeowner, demanded to know the location of the homeowner's spouse (a public official), and threatened to tie up and ""take out"" the homeowner. After a lengthy standoff and a 911 call, police arrived, and the suspect wrestled a hammer from the homeowner and struck them in the head, causing skull fractures and a concussion. The suspect admitted they had planned to hold the spouse hostage and had targeted the home due to political grievances.",40-49y,Male,Lower,High school,"The crime involves a premeditated, politically motivated home invasion and violent confrontation, which is most consistent with an adult male suspect. The planning and targeted nature of the offense suggest a mature adult rather than a juvenile or very young offender. The direct physical violence, use of a hammer, and circumstances of the break-in align more closely with lower socioeconomic status and high school-level educational attainment than with affluent or highly educated profiles."
53938,"The suspect is serving a 111-year sentence after being convicted of first-degree murder and a weapons law violation, described by the parole board as an extremely violent crime demonstrating a grave disregard for human life. ",19-24y,Male,Lower,High school,First-degree murder involving a weapon and extreme violence is most commonly committed by young adult males. Such violent offenders also tend to come from lower socioeconomic backgrounds and typically have limited educational attainment.
8068,"A traffic stop of the suspect's vehicle led to discovery of methamphetamine hidden inside a car speaker; a subsequent search of the suspect's apartment uncovered an identical speaker, additional methamphetamine, and a digital scale. Cell phone messages revealed the suspect discussing drug deals and pricing with multiple people, indicating an ongoing drug trafficking and manufacturing operation based at the residence. The suspect initially claimed to have found the speaker with drugs on the roadside.that when questioned about the drugs.",30-39y,Male,Lower,High school,"The crime involves ongoing methamphetamine trafficking and manufacturing, which is most commonly associated with adult males who have limited education and lower socioeconomic status. Nothing in the summary indicates advanced education or significant financial resources, and the distribution-level activities described are consistent with a middle-adult male offender."
33392,"The defendant was indicted for the stabbing death of a cousin after an argument at an apartment; witnesses saw the defendant stab the victim with a butcher-type knife and flee, and police later found the murder weapon at the defendant's home. When detectives approached the defendant, they immediately said ""you got me"" and eventually identified the knife used. The defendant pleaded guilty to first-degree murder, though they separately alleged that police had physically and psychologically coerced their post-arrest statements and consent to search.",25-29y,Male,Lower,High school,"The crime is a violent interpersonal killing during an argument, a pattern more common among young adult males. The use of a readily available kitchen knife and the impulsive, confrontational nature suggest a lower socioeconomic setting and limited formal education. The suspect's immediate acknowledgment ('you got me') and guilty plea are consistent with an individual from a disadvantaged background navigating the criminal justice system without complex legal or financial resources."
2411,"Police responded to a report that the suspect, who was intoxicated and armed, had damaged a car windshield during an argument with a partner. During a subsequent stop, an officer saw the suspect concealing something in the waistband, prompting the suspect to flee on foot through a downtown area at night. While running, the suspect pulled a loaded handgun from clothing and threw it onto pavement, after which officers quickly recovered the weapon and detained the suspect nearby.",25-29y,Male,Lower,High school,"The suspect is most likely a male adult based on the combination of an armed domestic dispute, property damage, gun possession, and flight from police, which are behaviors more commonly observed in male offenders. The age range is estimated in the late twenties, fitting typical patterns for impulsive armed and domestic-related offenses. Lower economic status and high school-level education are inferred because this pattern of illegal firearm carrying, public intoxication, and violent conflict is more commonly associated with socioeconomically disadvantaged backgrounds."
47732,"An unidentified assailant approached the victim while the victim was cleaning a car outside a rented home, grabbed a chain around the victim's neck, and demanded it be surrendered. When the victim did not comply, the assailant shot the victim once in the shoulder. A physical struggle ensued, during which the assailant shot the victim three additional times. The assailant was never identified or apprehended.",19-24y,Male,Lower,High school,"The offense is an opportunistic armed street robbery involving a violent confrontation over a gold chain. Such offenses are disproportionately committed by young males from lower socioeconomic backgrounds, often with limited formal education. The assailant used a firearm and was not identified, consistent with this general profile."
43409,"The suspect was arrested and charged with driving under the influence and related offenses after refusing to submit to chemical testing at the time of arrest. Due to that refusal, an administrative agency issued a conviction that led to license revocation actions in the suspect's home jurisdiction. The suspect later went to trial on the criminal charges and was found not guilty, but the license revocation remained in effect based on the earlier refusal to test.",30-39y,Male,Middle,High school,"The profile is based on general statistical patterns of DUI suspects, who are most commonly male, between the ages of 30 and 39, and often have at most a high school education. The suspect's engagement with the legal process and refusal to submit to testing suggests some available resources, pointing to middle economic status, though no explicit demographic details are provided."
1364,"A social media video showed the suspect pointing a replica firearm at two parked police vehicles while driving past them, apparently while filming content for a YouTube channel. The video was flagged by an out-of-state sheriff's crime analyst and forwarded to local police, who identified the suspect and arrested them the same day. The suspect was charged with inducing panic and possessing a replica firearm, later pleading guilty to the replica firearm offense.",19-24y,Male,Middle,High school,"The offense involves a reckless social media stunt likely to attract attention, which is most consistent with a young adult male. The suspect owns or has access to a vehicle and created content for a YouTube channel, suggesting middle economic status rather than lower or upper. There is no indication of advanced education or a profession, and the impulsive nature of the offense makes high school education the most probable category."
5387,"Following a fistfight at a convenience store where a victim punched the suspect, the suspect and a co-defendant left together in a Jeep. The suspect then drove the Jeep and struck the victim from behind in a parking lot; as the victim tried to stand, the co-defendant, riding as passenger, shot the victim in the neck, killing him. Surveillance video and physical evidence linked both defendants to the vehicle and shooting.",19-24y,Male,Lower,High school,"The suspect's role in an impulsive, retaliatory violent crime involving a fistfight, vehicular attack, and a firearm suggests a young adult male offender. Such offenses are statistically more common among males of lower socioeconomic status with no more than a high school education."
1069,"The victim was found dead in their locked apartment with torn clothing and a brain hemorrhage; a medical examiner ruled the death a homicide, though later experts suggested an accidental fall could not be excluded. The suspect had spent the evening drinking with the victim, left a bar together, admitted to having consensual sex at the victim's apartment, and was the last person known to be with the victim before their death. DNA evidence later matched the suspect, who was indicted nineteen years later.",25-29y,Male,Lower,High school,"The death occurred after an adult bar encounter, drinking, sexual contact, and a violent ending in a private apartment. This pattern is most consistent with a male offender in his late twenties at the time of the offense. Violent sexual and acquaintance homicides are disproportionately committed by males with lower socioeconomic status and limited formal education, and the summary provides no evidence suggesting a higher demographic profile."
10876,"The victim was lured or accompanied into a motel room by the suspect and three others who arrived together in a stolen vehicle. Inside the room, the victim was shot twice in the torso and fled before collapsing and dying; the suspect and the others then fled the room covering their faces and left together in the stolen car. The murder weapon, the victim's debit card, and other items were later found in a motel room the suspect had rented under an assumed name, and the suspect was arrested near the stolen vehicle days later.
",19-24y,Male,Lower,High school,"The suspect is most consistent with a young adult male involved in a violent group crime involving a stolen vehicle and robbery-related conduct. Firearm use, group participation, theft of the victim’s debit card, and concealment efforts such as renting a motel room under an assumed name suggest a lower-resource offender with limited educational attainment, likely high school level."
49389,"A trial court issued a lifetime protective order in 2019 after finding that the suspect had been stalking the victim. The order restricted the suspect's conduct, including prohibiting firearm possession while the order remained in effect. The suspect later sought to have the order rescinded or modified, but the underlying finding of stalking formed the basis for the protective order's issuance.",30-39y,Male,Lower,High school,"Stalking and protective-order cases are predominantly committed by adult males, with the highest prevalence among men in their thirties. The absence of indicators of professional or educational attainment, and the criminal-legal context of a protective order and firearm restriction, align with a lower socioeconomic and high school-education profile. The later court attempts to rescind or modify the order do not change these probabilistic estimates."
27350,"The suspect left two young children unsupervised for an extended period and returned home intoxicated, resulting in arrest and conviction for abandonment and child endangerment. The suspect also had a documented history of intimate partner violence, described as aggressive within the relationship. Approximately two months before the children were removed from the home, the suspect violated a protective order stemming from a prior domestic violence incident, leading to a felony conviction and subsequent incarceration.",30-39y,Male,Lower,High school,"The suspect's history of intimate partner violence, violation of a protective order, substance use, and child neglect aligns with patterns more commonly observed in male perpetrators. Multiple criminal offenses and incarceration often correlate with lower socioeconomic status and limited educational attainment. The presence of young children and an established criminal/domestic violence history suggest an adult in the 30-39 age range."
17237,"The suspect was indicted on two counts of menacing by stalking after allegedly repeatedly threatening and harassing a store manager following denial of an employment application. The suspect pleaded guilty to an amended charge of attempted menacing by stalking with an agreed recommendation of probation. At sentencing, the court instead imposed the maximum 12-month prison term without having warned the suspect that it was not bound by the probation recommendation.",30-39y,Male,Lower,High school,"The retaliatory stalking and harassment following an employment rejection is most commonly associated with male offenders. The suspect was processed through the adult criminal-justice system and was seeking employment, suggesting a working-age adult; stalking-related offenses tend to peak among adults in their thirties. The nature of the offense and job-application context are more consistent with lower economic status and a high-school-level education than with upper economic status or advanced education."
