case_id,summary,age,sex,economic-status,educational-level,reasoning
5200,"Police executing a narcotics search warrant at an apartment found the suspect hiding in a locked bedroom, handcuffed the occupants, and separately questioned the suspect after searching. When asked what officers would find that shouldn't be there, the suspect said ""a gun,"" indicating it was in the room though the suspect claimed not to know its exact location. Officers subsequently found a handgun hidden under a mattress amid crates in the bedroom, along with numerous rounds of ammunition, some matching the weapon's caliber, and mail bearing the suspect's alias at that address.  The suspect had prior convictions for drug and firearm offenses.",30-39y,Male,Lower,High school,"The suspect is most likely an adult male in his 30s, based on the firearm- and narcotics-related conduct and prior convictions described. The apartment setting, drug involvement, hidden handgun, and criminal history are more commonly associated with lower economic status and a high-school-level educational background than with higher socioeconomic or educational categories. These are probabilistic inferences rather than confirmed facts."
44350,"A civil protection order required the suspect to stay 500 feet from the victim and leave any area where they inadvertently encountered each other. The suspect parked near the victim in a hospital parking lot, and after realizing the victim had spotted and was photographing the vehicle, remained rather than immediately leaving, then followed the victim's vehicle through an intersection before turning onto a side street despite having other exit options. The suspect later admitted on social media to being present and recognizing the victim.",30-39y,Male,Middle,High school,"The conduct reflects deliberate persistence and recognition of a victim in an interpersonal protection-order context, a pattern more commonly associated with an adult male suspect. No reliable details indicate a distinct economic or educational background, so middle economic status and high-school education are the most cautious probabilistic selections."
36740,"The suspect approached a convenience store, drew a gun, and shot a victim without warning as the victim exited, without any argument or display of weapons by the victim beforehand; surveillance video corroborated witnesses' accounts. The suspect claimed the victim and companions had robbed the suspect at gunpoint hours earlier and stolen their identification and a firearm, but the suspect armed themself and confronted the victim roughly four to nine hours later rather than acting in immediate self-defense. The murder weapon was never recovered, though evidence showed the suspect purchased a firearm shortly before the shooting.",25-29y,Male,Middle,High school,"The deliberate armed retaliation several hours after the alleged robbery suggests an adult suspect capable of obtaining and using a firearm, with a likely young-to-middle adult profile. The circumstances do not indicate distinctive wealth or advanced education, so middle economic status and high-school-level education are the most probable categories."
8537,"The suspect participated in a gang drive-by shooting targeting rival gang members, and gunfire from the suspect's group killed a bystander. After release from prison for related convictions, the suspect resumed gang activity, including drug distribution. In 2020, the suspect and fellow gang members approached a business with firearms, mistakenly opened fire on a bystander believed to be a rival, seriously wounding them, and then exchanged gunfire with police, with surveillance footage capturing the suspect firing a weapon.",25-29y,Male,Lower,High school,"The repeated gang involvement, firearm offenses, drug distribution, prior imprisonment, and continued violent activity most strongly suggest a young adult male, likely in the 25–29 age range. Gang-related criminal activity and incarceration are more commonly associated with lower economic circumstances and high-school-level education than with higher socioeconomic or educational categories."
17272,"The suspect was accused of leading a drug trafficking conspiracy distributing methamphetamine, marijuana, cocaine, and hallucinogenic mushrooms, along with related money laundering. Evidence included surveillance footage at a stash house, seized drugs, mail linking the suspect to the location, incriminating messages, and controlled cryptocurrency. A raid on the suspect's home and a stash house led to arrests of alleged co-conspirators, after which the government alleged continued laundering and drug supply activity, though this was later disputed.",30-39y,Male,Middle,Bachelor's,"The alleged leadership role in a multi-drug trafficking conspiracy, use of stash houses, money laundering, cryptocurrency, and coordinated communications suggest an adult male with organizational and financial sophistication. A middle economic background and bachelor's-level education are the most likely broad demographic estimates, though none of these characteristics is confirmed by the summary."
48318,"The suspect was charged with illegally appropriating another person's identity and pleaded guilty to the offense. As a result, the suspect received a suspended sentence with probationary supervision under specific conditions. The suspect later failed to comply with those conditions and could not be located, prompting revocation of probation and issuance of an arrest warrant. The suspect was also separately convicted in a federal case for conspiring to distribute large quantities of cocaine and heroin.",30-39y,Male,Lower,High school,"The suspect is likely an adult male based on patterns in identity-related and large-scale drug conspiracy offenses. Involvement in repeated criminal conduct, probation noncompliance, and distribution of cocaine and heroin is more consistent with a lower socioeconomic background. A high school education is the most likely category absent evidence of advanced schooling."
19644,"The suspect broke a window to enter a residence and stole several items, including a purse valued at approximately $4,500, before fleeing when the home's alarm system was triggered. The suspect was later identified through DNA collected during a separate burglary investigation in another jurisdiction, which matched evidence from this crime. The suspect had additional burglary-related charges and a conviction in another jurisdiction, with some cases still pending.",30-39y,Male,Lower,High school,"The repeated residential burglaries, prior conviction, pending burglary-related cases, and flight after an alarm suggest an adult male with an established pattern of property crime. Such repeat offending is more commonly associated with lower economic status and high-school-level education than with higher socioeconomic or educational categories."
1062,"The suspect ran a fraud scheme by falsely presenting as a wealthy, experienced day trader and financial advisor who could guarantee investment returns in stocks or a cannabis store, inducing at least ten investors to give over $150,000. Rather than investing the funds, the suspect spent the money on personal expenses, provided fake promissory notes and fabricated updates to lull victims, and offered false excuses when they sought repayment. When pressed, the suspect sometimes became hostile, including threatening messages to victims.",30-39y,Male,Middle,Bachelor's,"The organized investment fraud, presentation as a day trader and financial advisor, use of fabricated documents, and management of multiple investors suggest an adult with some financial familiarity and social confidence. A male suspect in the 30-39 age range is a reasonable demographic prediction for this type of scheme. Although the suspect claimed wealth, misappropriation for personal expenses more likely indicates a middle economic background than established upper-class status; a bachelor's-level education is consistent with the professional financial persona, though not confirmed."
13806,"Following a rapid mental-health decline involving heavy vaping and psychotic symptoms, the suspect struck a family member, damaged property, barricaded inside a residence with multiple firearms, and made statements interpreted as threats to family. After leaving in a friend's truck while armed, the suspect was stopped by officers seeking a mental-health evaluation, struggled with the friend over the gun, exited the vehicle while ignoring commands, resisted a takedown attempt, and then brandished a revolver, prompting officers to shoot and kill the suspect.",19-24y,Male,Middle,High school,"The suspect is most likely a young adult male, consistent with patterns in armed confrontations involving acute behavioral crisis and psychosis. Access to multiple firearms and a vehicle suggests a middle economic background, while the summary provides no indication of advanced education, making high school the most likely educational level."
46771,"The appellant was indicted for theft of property valued at less than $2,500, with the charge enhanced due to prior convictions. The opinion does not provide further details about how the theft was committed or the circumstances of the offense.",30-39y,Male,Lower,High school,"The prior-conviction enhancement indicates an adult with an established criminal history, making the 30-39y category most likely. Property-theft defendants are statistically more often male and may disproportionately come from lower-income backgrounds; absent specific educational information, high school is the most probable level."
18315,"A suspect was indicted multiple times over roughly three years for sexual abuse of a child, including aggravated sexual assault, continuous sexual abuse, and sexual assault charges, all arising from the same underlying allegations by a complainant. The prosecution repeatedly dismissed and refiled indictments, citing witness credibility issues, a related out-of-state prosecution, and procedural missteps while the suspect remained largely in custody. No new evidence was ever disclosed to the defense despite the repeated re-indictments, and the case was ultimately dismissed with prejudice due to a speedy trial violation caused by the prosecution's delays.",30-39y,Male,Middle,High school,"The alleged offenses involve repeated sexual abuse of a child, a crime most commonly associated with an adult male suspect. The summary provides no direct demographic information, so a middle economic background and high-school-level education are probabilistic estimates based on general patterns rather than established facts."
25323,"The defendant was convicted of aggravated sexual assault of a child involving their younger half-sibling. The victim testified that the defendant sexually abused them repeatedly over several years, beginning when the victim was eight and continuing until age twelve, with the last incident occurring around a specified date. The victim did not report the abuse until they were in their twenties, by which time they had no relationship with the defendant.",30-39y,Male,Middle,High school,The repeated sexual abuse of a younger half-sibling over several years suggests an older male family member who was likely an adult by the later incidents and is plausibly in his thirties at the time of conviction. Economic status and education are not described; middle economic status and high-school education are the most cautious population-based predictions.
29328,"The suspect was observed driving on a freeway at 96 miles per hour in a 55 mile-per-hour zone, as measured by an officer using a speed laser device. The suspect testified at trial that the excessive speed was due to trying to reach a hospital, and was subsequently found guilty of Excessive Speeding based partly on this testimony and the officer's observations.",25-29y,Male,Middle,High school,"The offense involves extreme speeding and a court case, a pattern statistically more common among younger adult drivers, particularly males. No clear indicators establish economic status or education, so middle economic status and high school education are the most cautious general-population predictions."
14128,"During a traffic stop for missing a front license plate and failing to signal, officers identified the driver as a gang member with facial gang tattoos, stopped in rival gang territory; a known violent gang associate then arrived, parked nearby, and called the driver's phone. After removing the suspect from the car and frisking them (finding no weapons), an officer conducted a protective sweep of the vehicle and discovered a loaded handgun under the driver's seat and ammunition in the console. The suspect, a felon, was subsequently charged with unlawful possession of a firearm and ammunition.",25-29y,Male,Lower,High school,"The suspect is described as a gang member and convicted felon possessing a loaded handgun and ammunition, patterns more commonly associated with a young adult male involved in street-level criminal activity. Gang involvement and felony firearm possession make lower economic status and a high-school-level education the most likely categories, though these characteristics are inferred rather than confirmed."
22923,"Law enforcement received a tip that a video of child sexual abuse material had been uploaded to a Dropbox account linked to the suspect. Seven months later, officers obtained a search warrant for the suspect's residence based on that single tip and general assertions that CSAM consumers retain such material. During the search, the suspect admitted watching ""animal stuff"" and ""petite"" videos while avoiding content depicting children, and consented to a device search that revealed files depicting child sexual abuse and bestiality.",30-39y,Male,Middle,High school,"The suspect appears to be an adult male based on the alleged possession and viewing behavior, use of a personal Dropbox account, residence, and electronic devices. The summary provides no direct indicators of wealth or advanced education, so middle economic status and high-school-level education are the most likely broad demographic estimates."
38046,"Believing an online contact was a 15-year-old child, the 38-year-old suspect engaged in a five-month online conversation, requesting sex, describing sexual acts, and sending photos of their genitals. The suspect arranged to meet for sex, promising alcohol, then purchased alcohol, booked a hotel room, and traveled to the agreed meeting location, where they was arrested. The ""minor"" was actually an undercover investigator posing as a child online.",30-39y,Male,Middle,High school,"The suspect is explicitly 38 years old, placing him in the 30-39y category. The sexual solicitation scenario and wording indicate the most likely suspect is male. His ability to purchase alcohol, book a hotel, and travel suggests at least moderate financial resources, making Middle economic status most likely. No education is stated; High school is the most probable category for the general adult population."
5559,"The petitioner is an incarcerated individual serving a sentence for unlawful contact with a minor, statutory sexual assault, interference with custody of a child, and corruption of a minor, stemming from a relationship with a minor that the petitioner describes as a ""marriage."" The petitioner maintained innocence throughout a required sex offender treatment program, refusing to admit guilt, and was removed from the program multiple times, affecting parole eligibility.",30-39y,Male,Lower,High school,"The offenses and incarceration indicate an adult suspect, and the relationship with a minor combined with statutory sexual assault and corruption-of-a-minor charges is more commonly associated with male offenders. A lower economic status and high-school-level education are probabilistic estimates based on general patterns among incarcerated populations, not confirmed facts."
6463,"After being evicted, the suspect repeatedly returned to the former residence seeking a package, growing visibly angry when told it wasn't there. Later, despite lacking permission and finding the locked back door, the suspect entered the home, walked into the bedroom of an occupant who was alone, demanded property, and advanced toward them before fleeing when a dog intervened. The suspect then lied to police about their whereabouts during the incident.",25-29y,Male,Lower,High school,"The repeated return after eviction, escalating anger, unlawful entry, demand for property, and flight suggest a relatively young adult male involved in a financially motivated, opportunistic offense. The circumstances are more consistent with lower economic status and a high-school-level education than with higher socioeconomic or educational categories, though these remain probabilistic inferences."
10457,"The suspect pled guilty to three counts of Hobbs Act robbery affecting commerce and to discharging a firearm during a crime of violence. The suspect also stipulated to committing four additional robberies and to unlawfully possessing a firearm as a convicted felon. The suspect was sentenced to 240 months in prison followed by supervised release, part of which included a contested condition requiring notification of third parties about a risk the suspect might pose.",30-39y,Male,Lower,High school,"The repeated armed robberies, firearm offense as a convicted felon, and substantial prison sentence most strongly suggest an adult male in the 30–39 age range. The pattern of serious repeat offending is more commonly associated with lower socioeconomic circumstances and, probabilistically, a high-school-level education rather than a bachelor's or higher degree."
17466,"The defendant was found guilty of raping and kidnapping a girlfriend's 18-year-old daughter. At trial, evidence included a forensic examination and data extraction from the defendant's cell phone, which the defense argued was corrupted or fabricated, and body-camera footage that had been deleted by police. The defendant repeatedly sought postconviction relief claiming newly discovered evidence about the phone data and footage undermined the conviction.",30-39y,Male,Lower,High school,"The defendant is most likely male based on the described sexual assault involving his girlfriend's daughter. An adult in the 30–39 age range is a reasonable prediction given the relationship with the victim's mother and the victim's age. The serious violent offense and apparent involvement with the criminal justice system modestly support predicting lower economic status and a high-school-level education, although these characteristics are not directly stated."
12466,"State police linked the suspect's IP address to sharing child pornography videos on a peer-to-peer file sharing program, leading to a search warrant and seizure of electronic devices, on which forensic analysis found numerous images of child pornography. The suspect pled guilty to possession of child pornography. The suspect had a prior conviction for recording two nude minor children for sexual gratification.",40-49y,Male,Middle,High school,"The suspect is an adult with a prior conviction involving sexual exploitation of minors and a subsequent child-pornography possession offense, making Male the most likely sex and a middle-aged category plausible. No socioeconomic or educational details are provided; Middle economic status and High school education are the most cautious probabilistic selections for an adult offender in this context."
19222,"During a traffic stop, a passenger gave a false name and date of birth to an officer, then fled on foot when confronted. After being caught, handcuffed, and placed in a patrol vehicle, the suspect kicked and headbutted the vehicle's doors and windows so forcefully that it swerved while moving, cracked plastic window guards, bowed the rear door, and caused the vehicle to be taken out of service for repairs.",19-24y,Male,Lower,High school,"The suspect’s flight, use of a false identity, and extreme physical resistance are more commonly associated with a young adult male involved in evasive or potentially criminal conduct. The circumstances suggest limited economic resources and likely high-school-level education, though these are probabilistic inferences rather than confirmed facts."
46909,"The suspect, a stepparent, was convicted of raping and sexually assaulting their twelve-year-old stepdaughter, with the offenses occurring in the presence of a child. At trial, the suspect denied the allegations and disputed claims about poor living conditions, also describing an incident where the suspect made the victim's sibling do pushups despite a broken wrist. The suspect sought to introduce expert testimony questioning the victim's credibility based on her mental-health history and inconsistencies in her statements.",40-49y,Male,Lower,High school,"The suspect is an adult stepparent of a twelve-year-old, making a middle-aged category most likely; the sexual-offense context and described family dynamics make a male suspect more probable. References to disputed poor living conditions suggest lower economic status, while no indication of advanced education is provided, making high school the most likely educational level."
82,"The defendant pled guilty to Murder in the Second Degree and Possession of a Firearm During the Commission of a Felony, admitting to facts underlying a killing in which a firearm was used. The defendant was sentenced to 30 years at Level V, suspended after 22 years, for the murder, plus a mandatory 3 years for the firearm offense.",19-24y,Male,Lower,High school,"The summary provides no direct demographic details, so these are probabilistic estimates based on broad patterns in firearm-involved homicide cases and serious felony defendants. The primary suspect is most likely male, a young adult, and more likely to have lower economic status and a high-school-level education than higher categories."
47972,"After a dispute over stolen property between roommates who sold drugs, the suspect sent threatening texts and directed a victim to an address where the suspect was staying with associates. When the victim and two companions arrived to retrieve belongings, the suspect and two others armed themselves; the suspect fired a revolver from a window toward the visitors, then shouted threats as the others also opened fire. The barrage struck two victims causing serious injuries, and the suspect later falsely told police the visitors had shot first.",19-24y,Male,Lower,High school,"The suspect is most likely a young adult male involved in drug sales and an organized retaliatory shooting. The circumstances suggest lower economic status and a high-school-level educational background, though these are probabilistic inferences rather than confirmed facts."
46768,"During a family argument over a video game console, the suspect grabbed a sibling by the throat; the sibling's spouse intervened and restrained the suspect. After being released, the suspect charged the spouse, knocked them to the floor, and placed them in a chokehold, restricting breathing until another family member persuaded the suspect to let go. Police were called and the suspect was arrested. The suspect later continued hostile and harassing behavior toward the spouse and sibling, prompting a protective order application citing fear of future harm.",19-24y,Male,Middle,High school,"The conflict over a video game console and the intense physical aggression toward family members most strongly suggest a young adult suspect, statistically more likely male in violent interpersonal incidents. No clear indicators of financial hardship or advanced education are provided, so middle economic status and high-school-level education are the most likely categories."
39279,"A hotel guest was found shot to death in their room after arranging what phone records showed was a paid sexual encounter with an unidentified phone user. Investigators traced text messages and location data through the victim's phone, then through associated numbers, to identify the suspect as someone using an escort alias who had communicated with the victim and whose vehicle matched surveillance footage from the scene. They were later arrested while driving a van later found to contain ammunition matching the type used in the shooting, along with items such as gloves, duct tape, and a baton, though the murder weapon was never recovered.",30-39y,Male,Lower,High school,"The suspect appears to be an adult who used an escort alias and was involved in a planned, materially prepared violent crime. The use of a van and possession of ammunition and restraint-related items suggest an economically disadvantaged individual with a practical rather than highly specialized background; a male suspect in the 30–39 age range with a high-school-level education is the most likely profile."
21178,"In the early morning, a suspect broke into a home, woke the elderly homeowner, demanded to know the location of the homeowner's spouse (a public official), and threatened to tie up and ""take out"" the homeowner. After a lengthy standoff and a 911 call, police arrived, and the suspect wrestled a hammer from the homeowner and struck them in the head, causing skull fractures and a concussion. The suspect admitted they had planned to hold the spouse hostage and had targeted the home due to political grievances.",25-29y,Male,Lower,High school,"The planned targeted home invasion, politically motivated hostage intent, violent escalation, and confrontation with police suggest a young adult male with limited socioeconomic resources and likely no education beyond high school. These are probabilistic inferences rather than confirmed characteristics."
53938,"The suspect is serving a 111-year sentence after being convicted of first-degree murder and a weapons law violation, described by the parole board as an extremely violent crime demonstrating a grave disregard for human life. ",30-39y,Male,Lower,High school,"The summary provides no direct demographic information, but suspects convicted of extremely violent homicide and weapons offenses are statistically more likely to be male, with a probable adult age in the 30-39 range. A lower economic status and high-school-level education are cautious contextual predictions associated with similar serious violent-offense populations, rather than confirmed facts."
8068,"A traffic stop of the suspect's vehicle led to discovery of methamphetamine hidden inside a car speaker; a subsequent search of the suspect's apartment uncovered an identical speaker, additional methamphetamine, and a digital scale. Cell phone messages revealed the suspect discussing drug deals and pricing with multiple people, indicating an ongoing drug trafficking and manufacturing operation based at the residence. The suspect initially claimed to have found the speaker with drugs on the roadside.that when questioned about the drugs.",25-29y,Male,Lower,High school,"The suspect appears to be an adult male involved in an ongoing methamphetamine distribution and manufacturing operation, with concealment, a digital scale, and repeated deal-related messages indicating an established but relatively low-level illicit enterprise. The circumstances most strongly suggest a young adult, lower economic status, and high-school-level education, though these characteristics are probabilistic and not explicitly confirmed."
33392,"The defendant was indicted for the stabbing death of a cousin after an argument at an apartment; witnesses saw the defendant stab the victim with a butcher-type knife and flee, and police later found the murder weapon at the defendant's home. When detectives approached the defendant, they immediately said ""you got me"" and eventually identified the knife used. The defendant pleaded guilty to first-degree murder, though they separately alleged that police had physically and psychologically coerced their post-arrest statements and consent to search.",25-29y,Male,Lower,High school,"The confrontation-based stabbing and subsequent flight are more commonly associated with a young adult male suspect. The apartment setting, use of an available butcher-type knife, and lack of indications of professional or higher-status circumstances support a probabilistic prediction of lower economic status and a high-school-level education."
2411,"Police responded to a report that the suspect, who was intoxicated and armed, had damaged a car windshield during an argument with a partner. During a subsequent stop, an officer saw the suspect concealing something in the waistband, prompting the suspect to flee on foot through a downtown area at night. While running, the suspect pulled a loaded handgun from clothing and threw it onto pavement, after which officers quickly recovered the weapon and detained the suspect nearby.",19-24y,Male,Lower,High school,"The behavior suggests a young adult male, based on the intoxication-related partner dispute, carrying and discarding a loaded handgun, and fleeing from police. Firearm possession, public disorder, and apparent impulsivity are more commonly associated with lower socioeconomic circumstances and high-school-level education than with higher-status categories, though these are probabilistic inferences rather than confirmed facts."
47732,"An unidentified assailant approached the victim while the victim was cleaning a car outside a rented home, grabbed a chain around the victim's neck, and demanded it be surrendered. When the victim did not comply, the assailant shot the victim once in the shoulder. A physical struggle ensued, during which the assailant shot the victim three additional times. The assailant was never identified or apprehended.",19-24y,Male,Lower,High school,"The violent street robbery involving a firearm and a chain suggests a predominantly male, relatively young offender, with the 19–24 age range most likely for this type of opportunistic armed robbery. The apparent focus on obtaining a small personal item and the use of direct force are more consistent with lower economic status and, probabilistically, a high-school-level education rather than advanced education."
43409,"The suspect was arrested and charged with driving under the influence and related offenses after refusing to submit to chemical testing at the time of arrest. Due to that refusal, an administrative agency issued a conviction that led to license revocation actions in the suspect's home jurisdiction. The suspect later went to trial on the criminal charges and was found not guilty, but the license revocation remained in effect based on the earlier refusal to test.",30-39y,Male,Middle,High school,"The offense involves impaired driving and refusal of chemical testing, a pattern more commonly associated with adult male drivers. No specific socioeconomic or educational details are provided, so middle economic status and a high-school education are the most probable general-profile estimates."
1364,"A social media video showed the suspect pointing a replica firearm at two parked police vehicles while driving past them, apparently while filming content for a YouTube channel. The video was flagged by an out-of-state sheriff's crime analyst and forwarded to local police, who identified the suspect and arrested them the same day. The suspect was charged with inducing panic and possessing a replica firearm, later pleading guilty to the replica firearm offense.",19-24y,Male,Middle,High school,"The social-media-driven firearm stunt and YouTube content creation are most commonly associated with a young adult, and the suspect is predicted to be male based on general patterns in firearm-related offenses. No direct socioeconomic or education information is provided, so middle economic status and high-school-level education are the most likely broad categories."
5387,"Following a fistfight at a convenience store where a victim punched the suspect, the suspect and a co-defendant left together in a Jeep. The suspect then drove the Jeep and struck the victim from behind in a parking lot; as the victim tried to stand, the co-defendant, riding as passenger, shot the victim in the neck, killing him. Surveillance video and physical evidence linked both defendants to the vehicle and shooting.",19-24y,Male,Lower,High school,"The suspect is most likely a young adult male involved in a retaliatory, coordinated violent act with a co-defendant. Driving the vehicle used to strike the victim suggests active participation and familiarity with the co-defendant, while the circumstances are more consistent with lower socioeconomic status and high-school-level education than with higher categories, though these characteristics are probabilistic and not established by the summary."
1069,"The victim was found dead in their locked apartment with torn clothing and a brain hemorrhage; a medical examiner ruled the death a homicide, though later experts suggested an accidental fall could not be excluded. The suspect had spent the evening drinking with the victim, left a bar together, admitted to having consensual sex at the victim's apartment, and was the last person known to be with the victim before their death. DNA evidence later matched the suspect, who was indicted nineteen years later.",25-29y,Male,Middle,High school,"The suspect was an adult who spent the evening drinking, engaged in consensual sex, and was the last known person with the victim, making a young-to-middle-aged male the most likely profile. No reliable details indicate unusually high or low socioeconomic status or advanced education, so middle economic status and high-school education are the most probable estimates."
10876,"The victim was lured or accompanied into a motel room by the suspect and three others who arrived together in a stolen vehicle. Inside the room, the victim was shot twice in the torso and fled before collapsing and dying; the suspect and the others then fled the room covering their faces and left together in the stolen car. The murder weapon, the victim's debit card, and other items were later found in a motel room the suspect had rented under an assumed name, and the suspect was arrested near the stolen vehicle days later.
",19-24y,Male,Lower,High school,"The coordinated violent robbery-murder, use of a stolen vehicle, assumed identity, concealment of faces, and flight with three associates most strongly suggest a young adult male involved in a lower socioeconomic environment, with high-school-level education being the most likely educational category."
49389,"A trial court issued a lifetime protective order in 2019 after finding that the suspect had been stalking the victim. The order restricted the suspect's conduct, including prohibiting firearm possession while the order remained in effect. The suspect later sought to have the order rescinded or modified, but the underlying finding of stalking formed the basis for the protective order's issuance.",30-39y,Male,Middle,High school,"The summary does not provide demographic details, so these are probabilistic estimates based on general patterns in stalking and protective-order cases. The suspect is most likely an adult male in the 30–39 age range, with middle economic status and a high-school-level education; these characteristics are not confirmed by the summary."
27350,"The suspect left two young children unsupervised for an extended period and returned home intoxicated, resulting in arrest and conviction for abandonment and child endangerment. The suspect also had a documented history of intimate partner violence, described as aggressive within the relationship. Approximately two months before the children were removed from the home, the suspect violated a protective order stemming from a prior domestic violence incident, leading to a felony conviction and subsequent incarceration.",30-39y,Male,Lower,High school,"The repeated domestic-violence behavior, protective-order violation, intoxication, child abandonment, and resulting incarceration are most consistent with a male adult in the 30–39 age range. The pattern of substance-related and criminal-justice involvement suggests lower economic status, while no indication of advanced education is present, making high school the most likely educational level."
17237,"The suspect was indicted on two counts of menacing by stalking after allegedly repeatedly threatening and harassing a store manager following denial of an employment application. The suspect pleaded guilty to an amended charge of attempted menacing by stalking with an agreed recommendation of probation. At sentencing, the court instead imposed the maximum 12-month prison term without having warned the suspect that it was not bound by the probation recommendation.",30-39y,Male,Lower,High school,"The suspect appears most likely to be an adult male in the 30–39 age range, based on general patterns in stalking and harassment cases. The unsuccessful employment application and subsequent criminal conduct suggest a comparatively lower socioeconomic position, while no indication of higher education is provided, making a high-school education the most likely category."
19182,"Over two consecutive nights, the suspect made repeated harassing phone calls to a police department complaining about an upstairs neighbor, threatening to have the neighbor ""taken out,"" using a racial slur, and claiming gang affiliation. The suspect also threatened a dispatcher and an officer with violence against them and their families, referenced having guns and dead bodies, and had a history of over sixty prior calls and convictions for similar telephone harassment.",40-49y,Male,Lower,High school,"The repeated pattern of harassment, extensive prior calls and convictions, threats involving violence and gangs, and apparent familiarity with firearms suggest an adult male with a longstanding history of antisocial or criminal behavior. Lower economic status and high-school-level education are probabilistic inferences based on contextual patterns associated with recurrent nuisance offending and criminal justice involvement, not confirmed facts."
13776,"The suspect was convicted of attempted murder, grand larceny of a vehicle, and three counts of first-degree murder, and was sentenced to death along with additional prison terms. Decades later, a federal court vacated the conviction after finding ineffective assistance of counsel in presenting an insanity defense at trial. When the State sought to retry the case, the suspect was found incompetent to stand trial due to a mental disorder and was subsequently civilly committed after being deemed a danger to self and others.",30-39y,Male,Lower,High school,"The violent offenses and subsequent findings of incompetence and dangerousness are more commonly associated with an adult male suspect. Because the case involved decades of later legal proceedings, the suspect was most likely in the 30-39 age range at the time of the offenses. No socioeconomic or educational details are provided, so lower economic status and a high-school education are probabilistic estimates based on patterns commonly associated with serious violent offending."
5953,"The victim was lured to a mechanic shop, attacked, and stabbed numerous times in the neck, arms, and torso, sustaining wounds that penetrated the heart and lungs, resulting in death. The case went unsolved for years until DNA recovered from the crime scene was matched to the suspect, who was already incarcerated for an unrelated crime. The suspect was subsequently tried and convicted of murder for the killing.",30-39y,Male,Lower,High school,"The targeted luring and repeated stabbing suggest an adult male offender involved in serious criminal activity. The suspect was already incarcerated for an unrelated crime, which supports a prediction of lower socioeconomic status and a high-school-level education as the most likely categories, though these characteristics are inferred rather than confirmed."
45584,"While on supervised probation following a felony forgery conviction, the suspect was subject to a probation compliance check at their home. Officers found a vehicle containing five firearms ""two handguns, a shotgun, and an AR-15 rifle"" along with tactical gear, ammunition, and loaded magazines, some items bearing the suspect's name. The suspect admitted owning a handgun found in the vehicle. The suspect was subsequently charged with five counts of unlawful possession of a firearm by a convicted felon.",30-39y,Male,Middle,High school,"The suspect is most likely an adult male, consistent with the demographic pattern for felony firearm-possession cases. The possession of multiple firearms, tactical gear, ammunition, and a vehicle suggests some financial access but does not indicate substantial wealth, making middle economic status the most likely prediction. A high-school-level education is the most probable category in the absence of educational information, particularly given the prior felony conviction and probation status."
13336,"The suspect was reported by a family member for repeatedly sliding a cellphone under bathroom and bedroom doors to secretly film two minor stepchildren; a hidden camera captured the suspect masturbating in a hallway while repeatedly retrieving the phone from outside a stepchild's door. Police reviewed this video and, after confronting the suspect, seized the phone without a warrant, fearing deletion of evidence. A subsequent warrant search revealed photos and videos of all three stepchildren taken from beneath bathroom and bedroom doors.",30-39y,Male,Middle,High school,The suspect is an adult male who acted as a step-parent and repeatedly engaged in covert sexual recording of minor stepchildren. A middle economic status and high-school education are the most likely broad demographic estimates in the absence of specific socioeconomic or educational information.
8058,"The suspect posted a video on social media showing the victim dancing nude with a tampon string visible, leading to a telecommunications harassment charge and guilty plea. After sentencing, which included a no-contact order, the suspect continued posting messages about the victim on social media referencing the case and mocking the victim, violating the no-contact order between the sentencing date and the following months.",30-39y,Male,Middle,High school,"The repeated social-media harassment, nonconsensual sexualized posting, and deliberate violation of a no-contact order suggest an adult male acting impulsively and provocatively online. With no clear indicators of extreme financial hardship or advanced professional training, middle economic status and a high-school education are the most likely categories."
10109,"The suspect was reported to have habitually subjected family members to violent physical and psychological abuse, including holding a machete to a spouse's throat while threatening to kill the family, and was previously known to have killed a relative with a machete. After the spouse was shot and killed by an associate, the suspect was accused of ordering the killing; when confronted, the suspect grabbed a machete and warned the accuser to stay silent despite police presence.The suspect was never formally interviewed by police regarding the murder.The suspect was reportedly connected to armed men who later threatened the accuser to stop investigating.",30-39y,Male,Lower,High school,"The suspect is most likely male based on the described role in severe intimate-partner violence, machete attacks, and connections to armed men. The sustained violent control of family members and alleged involvement in an organized killing suggest an adult in the 30–39 age range. Association with armed men and apparent involvement in a violent, nonprofessional criminal environment make lower economic status and a high-school-level education the most likely categories, though these characteristics are not explicitly confirmed."
17056,"Responding to a shots-fired call aboard a docked vessel, a detective encountered a suspect matching a detailed BOLO description. Upon eye contact, the suspect placed a hand on the waistband and adjusted a visible bulge, prompting the detective to draw a weapon, order hands up, and lift the suspect's shirt, revealing a concealed firearm. The suspect was then arrested on firearm and public-discharge related charges.",25-29y,Male,Middle,High school,"The suspect is most likely a young adult male, based on the described firearm-related encounter and the suspect presentation commonly associated with such incidents. Economic status is predicted as Middle and educational level as High school because the summary provides no direct indicators, so these are the most likely broad categories in the absence of specific socioeconomic information."
46880,"A suspect angrily confronted a store security officer, cursed, threatened the officer, and refused to comply with orders to stop and leave. When the officer attempted to detain the suspect, the suspect resisted. The suspect was subsequently convicted of disturbing the peace and resisting arrest based on the officer's testimony and bodycam footage.",25-29y,Male,Lower,High school,"The confrontational behavior, threats, refusal to comply, and physical resistance are more commonly associated with a younger adult male. The incident provides no direct socioeconomic or educational information, so lower economic status and a high-school education are probabilistic estimates based on general patterns among similar disorderly-conduct and resisting-arrest cases."
